"ID"	"area"	"X_centro"	"Y_centro"	"centrodata_X"	"centrodata_Y"
"ID931"	1e+08	646450.876703	6251297.18568999	647079.133060526	6250118.90373402
"ID932"	1e+08	656450.876703	6251297.18568999	656575.990077708	6250078.87343113
"ID933"	1e+08	666450.876703	6251297.18568999	664459.473653243	6251992.30955625
"ID934"	1e+08	676450.876703	6251297.18568999	677564.44214644	6250451.21553956
"ID935"	1e+08	686450.876703	6251297.18568999	687794.196677509	6248946.65406073
"ID936"	1e+08	696450.876703	6251297.18568999	697867.339317541	6252901.39245034
"ID937"	1e+08	706450.876703	6251297.18568999	704812.989494112	6250783.25632537
"ID938"	1e+08	716450.876703	6251297.18568999	715558.124794998	6252002.03463511
"ID939"	1e+08	726450.876703	6251297.18568999	726981.729820206	6250327.64951123
"ID940"	1e+08	736450.876703	6251297.18568999	734628.097023487	6252308.05042982
"ID941"	75644080.9885289	745556.81090355	6252122.94113147	744978.137512914	6251257.80373604
"ID951"	51370228.9077344	846532.7127931	6253405.86983914	846879.540756557	6253631.68779696
"ID953"	50990559.9015328	867336.5381751	6253348.0601912	864283.185036295	6252604.78245298
"ID967"	1e+08	606450.876703	6241297.18568999	605263.718020714	6242405.06792014
"ID968"	1e+08	616450.876703	6241297.18568999	615382.004130558	6241150.90103646
"ID969"	1e+08	626450.876703	6241297.18568999	628834.577810303	6240448.09309718
"ID970"	1e+08	636450.876703	6241297.18568999	636683.278920107	6240707.63962967
"ID971"	1e+08	646450.876703	6241297.18568999	646230.803521222	6240816.88760465
"ID972"	1e+08	656450.876703	6241297.18568999	655678.642627078	6241450.26500824
"ID973"	1e+08	666450.876703	6241297.18568999	668608.00113638	6240973.7366549
"ID974"	1e+08	676450.876703	6241297.18568999	677544.404619267	6240726.47837102
"ID975"	1e+08	686450.876703	6241297.18568999	687072.785452792	6239670.1780093
"ID976"	1e+08	696450.876703	6241297.18568999	696503.997662149	6240051.2286057
"ID977"	1e+08	706450.876703	6241297.18568999	707608.14857569	6241071.44368353
"ID978"	99913011.924161	716446.65008898	6241301.42311715	715374.397507212	6240922.20303412
"ID979"	61865220.8534715	725601.72055064	6242934.30519641	727286.943396023	6242384.68171106
