"PLOT"	"X5_min"	"X10_min"	"X15_min"	"obs"	"total"	"PROPFOR"	"PROPNATFOR"	"SHA500"	"VEGH"	"altitude"	"hour_decimal"	"observer"	"region"	"zone"	"X"	"Y"
1	0	0	0	0	0	0.0206264323911383	0	0.100467166	8	210	10	"JM"	"Plain"	"Eyrewell_West"	2445450	5758900
4	0	0	0	0	0	0.626766840697823	0	0.660654027	4	231	9.17	"JM"	"Plain"	"Eyrewell_West"	2441572	5757871
5	0	0	0	0	0	0.592715231788079	0	0.675855047	2	233	8.97	"SL"	"Plain"	"Eyrewell_West"	2441459	5757147
8	0	0	0	0	0	0.214285714285714	0	0.578864828	8	214	7.25	"EB_LB_SL_JM"	"Plain"	"Eyrewell_West"	2444723	5757951
9	0	0	0	0	0	0.48452820578123	0	1.048333629	8	184	8.5	"MD"	"Plain"	"Eyrewell_Centre_Wes"	2448228	5756261
10	0	0	0	0	0	0.4793683138054	0	0.692295606	8	184	7.68	"SL"	"Plain"	"Eyrewell_Centre_Wes"	2447991	5755039
11	0	0	0	0	0	0.656608097784568	0	0.705356356	15	206	10.58	"MD"	"Plain"	"Eyrewell_West"	2444901	5754453
12	0	0	0	0	0	0.48643830383293	0	1.011613564	15	205	7.95	"SL_JM"	"Plain"	"Eyrewell_West"	2445467	5757617
13	0	0	0	0	0	0.374554253693327	0	1.050820064	4	188	8.75	"JM"	"Plain"	"Eyrewell_West"	2447719	5754191
14	0	0	0	0	0	0.771610439210694	0	0.684722743	15	205	8.43	"SL_JM"	"Plain"	"Eyrewell_West"	2445029	5756589
15	0	0	0	0	0	0.872278110276328	0	0.449705852	25	207	8.95	"SL_JM"	"Plain"	"Eyrewell_West"	2444869	5755667
16	0	0	0	0	0	0.270597223990832	0	1.089059033	25	194	8	"LB_EB"	"Plain"	"Eyrewell_West"	2447116	5757187
17	0	0	0	0	0	0.438487009679063	0	0.685560278	15	195	8.42	"LB_EB"	"Plain"	"Eyrewell_West"	2446421	5756259
18	0	0	0	0	0	0.575757575757576	0	0.681624434	25	194	7.67	"MD"	"Plain"	"Eyrewell_West"	2446886	5755549
19	0	0	0	0	0	1	0	0	0	204	8.83	"LB_EB"	"Plain"	"Eyrewell_West"	2445291	5754949
20	0	0	0	0	0	0.69460010188487	0	0.814608549	15	200	9.67	"MD"	"Plain"	"Eyrewell_West"	2446060	5754263
21	0	0	0	0	0	0.321023812555711	0	1.096788575	4	180	7.97	"JM"	"Plain"	"Eyrewell_Centre_Wes"	2448731	5753790
51	0	0	0	0	0	0.982413661271824	0.626929562848618	0.737443342	25	442	9.67	"MD"	"Foot_hills"	"Rockwood"	2410171	5746302
52	0	0	0	0	0	1	0.55842997323818	0.68630343	25	458	8.25	"MD"	"Foot_hills"	"Rockwood"	2409948	5746369
53	0	0	0	0	0	0.985222929936306	0.739979312128265	0.641558082	15	487	9.75	"LB"	"Foot_hills"	"Rockwood"	2409588	5746502
54	0	0	0	0	0	0.996943453897096	0.5947879407256	0.693755791	15	459	9.08	"LB"	"Foot_hills"	"Rockwood"	2409821	5746457
57	0	0	0	0	0	0.9214112851866	0.4341996129389	0.90598051	15	486	10.92	"SL"	"Foot_hills"	"Rockwood"	2410046	5745987
58	0	0	0	0	0	0.665520315883327	0	0.637305803	25	393	10.42	"DH"	"Foot_hills"	"Rockwood"	2409597	5745204
59	0	0	0	0	0	0.792839852210473	0	0.510169691	15	443	10.37	"SL"	"Foot_hills"	"Rockwood"	2408984	5745202
60	0	0	0	0	0	0.852012226184412	0	0.419202741	15	452	10.47	"JM"	"Foot_hills"	"Rockwood"	2408605	5745136
61	0	0	0	0	0	0.607411180440596	0	0.669892023	25	419	9.92	"DH"	"Foot_hills"	"Rockwood"	2408226	5744815
62	0	0	0	0	0	0.857924888605983	0.131473512390562	0.832400795	8	609	9.25	"JM"	"Foot_hills"	"Rockwood"	2408156	5745841
73	0	0	0	0	0	0.87347250509165	0	0.3797319	15	114	11.83	"JM"	"Banks"	"McQueens_Pass"	2483039	5723945
74	0	0	0	0	0	1	0.101999235960779	0.329453669	8	109	10.75	"JM"	"Banks"	"McQueens_Pass"	2483651	5723965
75	0	0	0	0	0	0.749682176455632	0	0.56268404	8	207	8.62	"JM"	"Banks"	"McQueens_Pass"	2482804	5723555
76	0	0	0	0	0	1	0	0	15	170	10.45	"SL"	"Banks"	"McQueens_Pass"	2483753	5723404
77	0	0	0	0	0	0.875990795193045	0	0.374837665	15	293	10.08	"SL_JM"	"Banks"	"McQueens_Pass"	2483980	5722740
78	0	0	0	0	0	0.813744135919868	0	0.480748154	25	161	8.45	"MD"	"Banks"	"McQueens_Pass"	2482095	5723159
79	0	0	0	0	0	0.547267650578381	0.0925655976676385	1.238669094	25	434	11.35	"DH"	"Banks"	"Port_Hills_Centre"	2479447	5728699
81	0	0	0	0	0	0.999490380940247	0	0.004373343	8	229	9.33	"JM"	"Banks"	"McQueens_Pass"	2483462	5722841
85	0	0	0	0	0	0.409802673456397	1	0.926841844	8	371	9.25	"MD"	"Banks"	"Mt_Herbert"	2489055	5722512
87	0	0	0	0	0	0.046787353391127	1	0.740962399	8	326	8.83	"MD"	"Banks"	"Mt_Herbert"	2488742	5722246
88	0	0	0	0	0	0.00918016065281142	0	0.85442971	8	216	7.6	"JM"	"Banks"	"Mt_Herbert"	2488598	5721671
89	0	0	0	0	0	0.0999745287824758	1	1.244441303	4	349	8.17	"EB_MD"	"Banks"	"Mt_Herbert"	2487849	5722125
90	0	0	0	0	0	0.204446716074623	0.95	1.074449159	8	201	8.58	"SL"	"Banks"	"Mt_Herbert"	2489281	5721131
91	0	0	0	0	0	0.232104121475054	1	0.756979782	8	494	11.25	"DH"	"Banks"	"Prices_Valley"	2490442	5718826
92	0	0	0	0	0	0.284530034434383	1	0.845874635	4	410	10.08	"LB"	"Banks"	"Prices_Valley"	2490184	5718600
95	0	0	0	0	0	0.395165394402036	1	0.90155724	0	413	9.87	"EB"	"Banks"	"Prices_Valley"	2488322	5717889
96	0	0	0	0	0	0.376591951095262	1	0.862358881	4	354	11.08	"LB"	"Banks"	"Prices_Valley"	2489976	5718283
97	0	0	0	0	0	0.402910762160092	1	1.090133459	4	236	11.95	"DH"	"Banks"	"Prices_Valley"	2489447	5717827
98	0	0	0	0	0	0.31104020421187	1	1.218072161	4	213	7.92	"EB_LB_DH"	"Banks"	"Prices_Valley"	2488872	5717393
99	0	0	0	0	0	0.511063072227874	1	0.88473668	15	679	9	"MD"	"Banks"	"Mt_Sinclair"	2497157	5722091
100	0	0	0	0	0	0.542802547770701	1	0.740418783	15	710	8.67	"MD"	"Banks"	"Mt_Sinclair"	2497231	5722207
101	0	0	0	0	0	0.0630102040816327	1	0.678928616	4	430	10.57	"DH"	"Banks"	"Mt_Sinclair"	2495988	5720864
104	0	0	0	0	0	0.11104012266803	1	0.771152102	8	363	10.48	"SL"	"Banks"	"Mt_Sinclair"	2496141	5720698
105	0	0	0	0	0	0.67147231436591	0.29868896066882	1.261308203	15	283	11.48	"SL"	"Banks"	"Mt_Sinclair"	2496582	5720281
106	0	0	0	0	0	0.698647614187293	0.0394448502556611	0.728104166	8	206	10.27	"EB"	"Banks"	"Mt_Sinclair"	2496560	5719551
107	0	0	0	0	0	0.828575070099414	0.0886017535763729	0.706123337	15	368	11.63	"EB"	"Banks"	"Mt_Sinclair"	2496946	5719674
108	0	0	0	0	0	0.475639231649917	1	0.935247937	4	731	11.13	"JM"	"Banks"	"Mt_Sinclair"	2498839	5720814
109	1	0	0	1	2	0.293391060741118	1	0.669429409	8	708	9.6	"SL"	"Banks"	"Mt_Sinclair"	2498030	5721671
111	0	0	0	0	0	0.540292807129217	0.274269557021678	1.562959149	4	122	10.33	"JM"	"Banks"	"Pigeon_Bay"	2501679	5720358
112	0	0	0	0	0	0.385757806549886	0.193484698914116	1.331854284	25	109	7.9	"SL"	"Banks"	"Pigeon_Bay"	2502020	5720641
113	0	0	0	0	0	0.215506248406019	0.683431952662722	1.288070896	4	200	9.4	"SL"	"Banks"	"Pigeon_Bay"	2501310	5719883
114	0	1	0	1	1	0.778258105530833	0.0481947394216631	0.954114881	15	144	9.77	"JM"	"Banks"	"Pigeon_Bay"	2502021	5720136
115	0	0	0	0	0	0.460902733630006	0.0187586206896552	1.306193726	4	199	8.88	"JM"	"Banks"	"Pigeon_Bay"	2502642	5719875
116	0	0	0	0	0	0.420185114745784	0.0024140012070006	1.265586635	8	196	8.08	"JM"	"Banks"	"Pigeon_Bay"	2502664	5720095
117	0	0	0	0	0	0.130964597229348	0.306562193927522	1.084808026	4	236	7.5	"JM"	"Banks"	"Pigeon_Bay"	2503236	5720034
118	0	0	0	0	0	0	0	0.401873961	15	233	11.42	"LB"	"Banks"	"Okains_Bay"	2509336	5720533
120	0	0	0	0	0	0.064696892511462	1	0.239700212	4	261	11.27	"SL_JM"	"Banks"	"Okains_Bay"	2510242	5719300
122	0	0	0	0	0	0	0	0.424479193	8	197	11.55	"DH"	"Banks"	"Okains_Bay"	2509537	5720473
131	0	0	0	0	0	0.531162554057492	0.0316091954022989	1.063469169	25	90	8.15	"DH"	"Banks"	"Okuti_Valley"	2494237	5712626
133	1	1	1	3	4	0.301322818621216	0.0548754748839173	0.850117239	15	94	7.33	"JM"	"Banks"	"Okuti_Valley"	2492909	5712422
134	0	0	0	0	0	0.284966151488057	0.0372030479605558	0.98588735	8	207	10.47	"DH"	"Banks"	"Okuti_Valley"	2493344	5711214
135	0	1	1	2	4	0.0657659954116747	1	1.066676175	8	369	9.23	"SL"	"Banks"	"Okuti_Valley"	2494524	5711133
137	0	0	0	0	0	0.218089171974522	1	1.385422492	4	513	7.58	"MD"	"Banks"	"Okuti_Valley"	2494153	5710625
138	0	0	0	0	0	0.43562969565771	0.0184156679333528	1.425814941	8	187	10.58	"MD"	"Banks"	"Okuti_Valley"	2493755	5711673
139	0	0	0	0	0	0.483254807080097	0	0.692586273	4	209	7.17	"SL"	"Plain"	"Eyrewell_West"	2445971	5760273
140	0	0	0	0	0	0.55367375525277	0	0.687374319	4	205	7.37	"JM"	"Plain"	"Eyrewell_West"	2446337	5759807
141	0	0	0	0	0	0.469569646040234	0.0439262472885033	1.302012319	25	281	8.87	"DH"	"Banks"	"Port_Hills_Centre"	2478783	5728738
142	0	0	0	0	0	0.574102368220015	0.286538035041029	1.318938658	25	406	8.25	"DH"	"Banks"	"Port_Hills_Centre"	2479150	5728530
143	0	0	0	0	0	0.250636780438105	0	1.481704027	15	204	9.4	"DH"	"Banks"	"Port_Hills_Centre"	2478503	5728867
144	0	0	0	0	0	0.300241822578592	1	0.976079919	8	420	10.07	"SL_JM"	"Banks"	"Port_Hills_Centre"	2479366	5729825
145	0	0	0	0	0	0.482104190548975	0.996565389696169	1.042301784	15	322	6.42	"MD_LB_SL_JM"	"Banks"	"Port_Hills_North"	2481871	5733570
146	0	0	0	0	0	0.515603107884346	1	1.21715899	8	261	7.63	"SL_JM"	"Banks"	"Port_Hills_Centre"	2479098	5730755
147	0	0	0	0	0	0.674311926605505	0.921579743008314	1.135830426	8	312	8.1	"SL_JM"	"Banks"	"Port_Hills_Centre"	2479428	5730859
148	0	0	0	0	0	0.452183878772444	0.84877499295973	1.199936181	4	436	10.7	"SL"	"Banks"	"Port_Hills_Centre"	2479462	5731399
149	0	0	0	0	0	0.402566056910569	1	1.212073399	8	384	9.42	"SL_JM"	"Banks"	"Port_Hills_Centre"	2479809	5729936
151	0	0	0	0	0	0.384948427352604	1	1.23115861	8	358	7.05	"SL_JM"	"Banks"	"Port_Hills_Centre"	2479526	5730536
153	0	0	0	0	0	0.86533733952472	0	0.433726569	15	489	9.83	"SL"	"Foot_hills"	"Rockwood"	2407930	5745089
154	0	0	0	0	0	0.999490705373058	0	0.004370883	15	500	9.92	"JM"	"Foot_hills"	"Rockwood"	2408304	5745277
155	0	0	0	0	0	0.765350877192982	0	0.773749906	8	673	8.67	"DH"	"Foot_hills"	"Rockwood"	2407713	5745688
156	0	0	0	0	0	0.698879551820728	0	0.614740113	4	701	8.48	"SL"	"Foot_hills"	"Rockwood"	2407492	5746146
157	0	0	0	0	0	0.210620145167452	0	0.764352614	15	730	8.33	"JM"	"Foot_hills"	"Rockwood"	2406933	5746305
158	0	0	0	0	0	0.948152866242038	0.0382910116888352	0.357969015	15	481	9.33	"DH"	"Foot_hills"	"Rockwood"	2409371	5745723
159	1	0	0	1	1	0.818807339449541	0.606286959228136	1.050534761	15	424	7.58	"LB"	"Foot_hills"	"Rockwood"	2410419	5746410
160	0	1	1	2	1	0.918460950439547	0.59592176446109	0.902134164	25	434	7.67	"MD"	"Foot_hills"	"Rockwood"	2410296	5746410
162	0	0	0	0	0	0.924605196128375	0.191597796143251	0.719073981	15	576	9.17	"SL"	"Foot_hills"	"Rockwood"	2408812	5745769
163	0	0	0	0	0	1	0.565948770230661	0.684423302	15	440	8.25	"LB"	"Foot_hills"	"Rockwood"	2410071	5746455
164	0	0	0	0	0	0.703260315843097	0.195400217312568	0.955458432	15	400	11.08	"JM"	"Foot_hills"	"Rockwood"	2410068	5745673
165	0	0	0	0	0	0.92317492674226	0.870273254209219	0.627168451	25	553	10.42	"MD"	"Foot_hills"	"Rockwood"	2409387	5746496
166	0	0	0	0	0	0.985606929053624	0.653011113982941	0.711601183	15	460	8.92	"MD"	"Foot_hills"	"Rockwood"	2409675	5746425
167	0	0	0	0	0	0.826286296484972	0	0.514645635	4	759	7.67	"JM"	"Foot_hills"	"Rockwood"	2407469	5747021
191	0	0	0	0	0	0.201660280970626	0.274857504749842	0.918978663	25	159	6.92	"EB_MD"	"Banks"	"Mt_Herbert"	2487900	5720865
192	0	0	0	0	0	0.112708306831192	0.340857787810384	0.90183279	8	207	7.5	"EB_MD"	"Banks"	"Mt_Herbert"	2487835	5721349
194	0	0	0	0	0	0.0210808738980452	1	0.617053591	8	277	8.7	"JM"	"Banks"	"Mt_Herbert"	2488937	5722044
195	0	0	0	0	0	0.306289067483097	0.542274052478134	1.172379904	8	146	7.37	"SL"	"Banks"	"Mt_Herbert"	2488542	5720986
223	0	0	0	0	0	0.954423933800127	0	0.209489806	8	165	10.62	"SL"	"Plain"	"Eyrewell_Centre_Wes"	2450634	5754538
224	0	0	0	0	0	0.910816664543254	0	0.300644277	8	154	10.83	"JM"	"Plain"	"Eyrewell_Centre_Wes"	2452329	5754024
226	0	0	0	0	0	0.503948038716251	0	0.693116006	15	110	10.33	"SL"	"Plain"	"Eyrewell_Centre"	2458142	5752125
227	0	0	0	0	0	0.887460216422661	0	0.364902644	15	113	9.12	"DH"	"Plain"	"Eyrewell_Centre"	2458164	5754580
228	0	0	0	0	0	0.280840229153406	0.388485947416138	1.228594474	4	116	9	"SL"	"Plain"	"Eyrewell_Centre"	2457943	5755327
229	0	0	0	0	0	1	0	0	15	104	8.55	"DH"	"Plain"	"Eyrewell_East"	2459542	5754192
231	0	0	0	0	0	0.897021384928717	0	0.331578798	15	98	8.5	"SL"	"Plain"	"Eyrewell_East"	2460814	5754420
233	0	0	0	0	0	0.328409525022284	0	0.762706348	4	72	7.67	"SL"	"Plain"	"Eyrewell_East"	2464631	5754999
235	0	0	0	0	0	0.272808132147395	1	1.038815645	4	459	10.63	"DH"	"Banks"	"Prices_Valley"	2490148	5717944
236	0	0	0	0	0	0.158371618172537	1	1.028669245	4	463	9.88	"DH"	"Banks"	"Prices_Valley"	2489938	5717460
237	0	0	0	0	0	0.410510281797411	1	1.048736928	4	748	8.4	"SL"	"Banks"	"Mt_Sinclair"	2498324	5721181
241	0	0	0	0	0	0.00611464968152866	1	0.489483599	8	113	8.58	"LB"	"Banks"	"Okains_Bay"	2511003	5720633
250	0	0	0	0	0	0.359617834394904	0.0226709174636911	1.058969422	8	294	10.37	"SL"	"Banks"	"Okuti_Valley"	2493170	5711803
251	1	1	1	3	1	0.197957881301851	0.908446163765313	1.343957207	15	335	9.5	"MD"	"Banks"	"Okuti_Valley"	2493951	5711028
254	0	0	0	0	0	0.0330441439142638	1	1.080019272	4	343	8.67	"DH"	"Banks"	"Okuti_Valley"	2494897	5711477
255	0	0	0	0	0	0.0353001146935134	0.0036101083032491	1.181538468	8	227	7.75	"EB"	"Banks"	"Okuti_Valley"	2494992	5712143
256	0	0	0	0	0	0.350508905852417	0.043557168784029	1.399576577	35	203	7.57	"DH"	"Banks"	"Okuti_Valley"	2494694	5712503
257	1	1	1	3	2	0.453194462085609	0.0787556053811659	1.174313886	15	103	7.4	"SL"	"Banks"	"Okuti_Valley"	2494670	5712943
259	0	0	0	0	0	0.458121181262729	0.231731036399	1.190895537	4	491	10.12	"JM"	"Banks"	"Ellangowan"	2513047	5711706
262	0	0	0	0	0	0.111422030017807	0.930365296803653	1.317161241	8	360	10.5	"EB"	"Banks"	"Ellangowan"	2513887	5713705
263	0	0	0	0	0	0.437515907355561	0.33391506689936	1.354224701	15	609	7.98	"DH"	"Banks"	"Ellangowan"	2512890	5712023
265	0	0	0	0	0	0.321847881572231	0.657811260904044	1.254613165	15	634	9.7	"SL"	"Banks"	"Ellangowan"	2512202	5711825
266	0	0	0	0	0	0.377664974619289	0.30241935483871	1.179378768	8	427	12	"MD"	"Banks"	"Hinewai"	2513887	5710437
267	1	0	0	1	1	0.162823289591031	0.985915492957746	1.321156903	8	76	11.58	"SL_JM"	"Banks"	"Hinewai"	2513513	5708860
268	0	0	0	0	0	0.182049974502805	1	0.943080382	4	98	11.08	"SL_JM"	"Banks"	"Hinewai"	2513208	5709196
269	0	0	0	0	0	0.305721931948515	1	0.898471063	8	158	10.43	"SL_JM"	"Banks"	"Hinewai"	2512848	5709416
270	0	0	0	0	0	0.402212614445575	1	1.317661788	8	275	9.72	"SL_JM"	"Banks"	"Hinewai"	2512519	5710156
271	0	0	0	0	0	0.246912008149752	1	0.895083666	15	518	11.02	"DH"	"Banks"	"Hinewai"	2511828	5709042
280	0	0	0	0	0	1	0	0	4	151	8.5	"JM"	"Plain"	"Eyrewell_Centre_Wes"	2452078	5752266
282	0	0	0	0	0	0.702826585179526	0	0.612202863	25	130	7.5	"JM"	"Plain"	"Eyrewell_Centre"	2455830	5754632
283	0	0	0	0	0	1	0	0	25	132	7.8	"EB"	"Plain"	"Eyrewell_Centre"	2455391	5751344
284	0	0	0	0	0	1	0	0	15	141	8	"JM"	"Plain"	"Eyrewell_Centre"	2453934	5751798
285	0	0	0	0	0	1	0	0	1	146	8.33	"EB"	"Plain"	"Eyrewell_Centre_Wes"	2452959	5752022
286	0	0	0	0	0	0.571373997198523	0	1.073226274	2	88	10.97	"SL"	"Plain"	"Eyrewell_East"	2462509	5755212
287	0	0	0	0	0	0.524707080998472	0	1.105115406	4	85	7.12	"SL"	"Plain"	"Eyrewell_East"	2462660	5753859
289	0	0	0	0	0	0.660743749206752	0	0.64054092	8	177	8.4	"SL"	"Banks"	"McQueens_Pass"	2482511	5723371
290	0	0	0	0	0	0.434007891052565	0	0.725421787	15	187	8.3	"EB"	"Banks"	"McQueens_Pass"	2481436	5723305
293	0	0	0	0	0	0.959092646871416	0	0.170817122	15	263	10.53	"EB"	"Banks"	"McQueens_Pass"	2483362	5722586
294	0	0	0	0	0	0.835689721054643	0	0.533838015	8	328	11.73	"EB"	"Banks"	"McQueens_Pass"	2483511	5722233
295	0	0	0	0	0	0.998981281039093	0	0.008036368	8	236	9.05	"SL"	"Banks"	"McQueens_Pass"	2483147	5723196
296	0	0	0	0	0	0.753543608734517	0	0.5584085	15	106	11.25	"MD"	"Banks"	"McQueens_Pass"	2481818	5722838
298	0	0	0	0	0	0.948234094096647	0	0.20368238	8	161	8.92	"MD"	"Banks"	"McQueens_Pass"	2482085	5722892
299	0	0	0	0	0	0.223478592300851	0	0.872283864	8	37	10.08	"MD"	"Banks"	"McQueens_Pass"	2481627	5721714
301	0	0	0	0	0	0.962797808638043	0.723038242688898	0.727057588	15	477	10.42	"LB"	"Foot_hills"	"Rockwood"	2409472	5746365
308	0	0	0	0	0	0.51368555060471	0.898884758364312	0.861018187	4	215	11.25	"LB_SL"	"Banks"	"Port_Hills_North"	2481652	5733114
309	0	0	0	0	0	0.343562969565771	0.163454410674574	1.004104269	25	293	9.78	"MD_JM"	"Banks"	"Port_Hills_North"	2481495	5734437
310	0	0	0	0	0	0.0598478008512834	0.224137931034483	0.403311012	4	305	8.67	"MD_JM"	"Banks"	"Port_Hills_North"	2482266	5734516
312	0	0	0	0	0	0.49560677448109	0.834275436793422	1.078942392	4	318	8.08	"MD_LB_SL_JM"	"Banks"	"Port_Hills_North"	2482371	5733412
317	0	0	0	0	0	0.282276546982429	0.824988723500226	1.294942184	4	397	8.67	"LB_SL"	"Banks"	"Port_Hills_North"	2482579	5734002
318	0	0	0	0	0	0.190118013227856	0.263983628922237	0.779484211	15	177	9.75	"LB_SL"	"Banks"	"Port_Hills_North"	2481609	5735229
321	0	0	0	0	0	0.822420382165605	0	0.519500371	15	187	8.83	"MD"	"Plain"	"Eyrewell_West"	2447798	5756513
322	0	0	0	0	0	0.45955929180996	0	0.916000163	8	190	8.58	"SL"	"Plain"	"Eyrewell_West"	2447288	5754438
323	0	0	0	0	0	0.822720326031584	0.0303405572755418	0.68937676	8	297	7.67	"DH_LB"	"Foot_hills"	"Mt_Thomas"	2456926	5779228
325	0	0	0	0	0	0.636606801681315	0.040016006402561	0.762292335	8	317	8	"DH"	"Foot_hills"	"Mt_Thomas"	2457448	5779385
327	0	0	0	0	0	0.769769514835095	0.162282878411911	0.916131137	25	556	9.58	"DH"	"Foot_hills"	"Mt_Thomas"	2459382	5782845
329	0	0	0	0	0	0.356897210546427	0.47180585296217	0.898426634	25	494	9.67	"LB"	"Foot_hills"	"Mt_Thomas"	2459531	5782273
331	0	0	0	0	0	0.991211310661062	0.0487021331277307	0.243988839	15	372	8.25	"LB"	"Foot_hills"	"Mt_Thomas"	2456637	5779659
333	0	0	0	0	0	0.426006113092206	0.0723467862481315	0.792776602	4	404	8.57	"JM"	"Foot_hills"	"Mt_Thomas"	2457886	5780001
335	0	0	0	0	0	0.107729530115879	0	0.341741884	4	328	8.42	"DH"	"Foot_hills"	"Mt_Thomas"	2458651	5779948
337	0	0	0	0	0	0.782785841609371	0	0.600210648	4	252	8.5	"LB"	"Foot_hills"	"Mt_Thomas"	2459430	5779414
340	0	0	0	0	0	0.559673926888295	0	0.686008221	2	348	8.08	"LB"	"Foot_hills"	"Mt_Thomas"	2457936	5779538
342	0	0	0	0	0	0.835844360015721	0.632915360501567	1.0568878	8	947	9.88	"SL"	"Foot_hills"	"Mt_Thomas"	2457158	5781475
344	0	0	0	0	0	0.96191567953127	0.7578125	0.694312771	8	845	10.07	"JM"	"Foot_hills"	"Mt_Thomas"	2456971	5781233
346	1	0	0	1	1	1	0.632336091661362	0.657700657	4	504	11.35	"SL_JM"	"Foot_hills"	"Mt_Thomas"	2456581	5780494
348	0	0	0	0	0	0.982183761771443	0.622181912412542	0.740588011	25	393	7.83	"SL_JM"	"Foot_hills"	"Mt_Thomas"	2455947	5780048
350	0	0	0	0	0	0.945632798573975	0.889861316817019	0.539129108	25	613	8.08	"MD"	"Foot_hills"	"Mt_Thomas"	2455462	5780358
352	1	0	0	1	1	0.990705373058314	1	0.052734525	15	735	8.58	"MD"	"Foot_hills"	"Mt_Thomas"	2455475	5780681
354	0	1	0	1	1	1	1	0	25	753	9.83	"MD"	"Foot_hills"	"Mt_Thomas"	2455569	5780950
356	0	0	1	1	1	1	1	0	25	612	10.08	"MD"	"Foot_hills"	"Mt_Thomas"	2455758	5780802
358	0	0	0	0	0	0.187576959912437	1	0.838277756	8	444	9.52	"SL"	"Banks"	"Port_Hills_Centre"	2479699	5726641
359	0	0	0	0	0	0.258120572116027	1	1.050785652	4	486	10.28	"JM"	"Banks"	"Port_Hills_Centre"	2479504	5727360
360	0	1	0	1	1	0.916454406520632	1	0.287344666	15	950	11.58	"LB"	"Foot_hills"	"Mt_Thomas"	2455838	5782850
361	0	0	0	0	0	0.466437396509999	1	1.058056448	8	336	8.2	"SL_JM"	"Banks"	"Port_Hills_Centre"	2478657	5727180
362	0	0	0	0	0	0.842607920539921	1	0.539981822	15	966	10	"LB"	"Foot_hills"	"Mt_Thomas"	2456470	5782667
364	0	0	0	0	0	1	1	0	15	690	10.2	"SL_JM"	"Foot_hills"	"Mt_Thomas"	2456460	5781626
366	1	1	1	3	2	1	1	0	8	563	9.55	"SL_JM"	"Foot_hills"	"Mt_Thomas"	2456156	5781204
367	0	0	0	0	0	0.211206345145196	1	0.808489737	8	376	9.2	"DH"	"Banks"	"Prices_Valley"	2489592	5717302
368	0	0	0	0	0	1	1	0	15	525	10.78	"SL_JM"	"Foot_hills"	"Mt_Thomas"	2455956	5780882
369	0	0	0	0	0	0.478543231885903	0.0228845130388505	1.185856008	25	406	8.12	"MD"	"Banks"	"Port_Hills_Centre"	2479479	5729021
370	0	0	0	0	0	1	0.999745385105029	0.002361714	8	530	8.5	"SL_JM"	"Foot_hills"	"Mt_Thomas"	2455914	5780549
371	0	0	0	0	0	0.395952653684612	1	1.12622329	8	334	10.22	"EB"	"Banks"	"Prices_Valley"	2488607	5718008
375	0	0	0	0	0	0.221938775510204	1	0.713235361	4	457	9.67	"LB"	"Banks"	"Prices_Valley"	2490392	5718719
376	0	0	0	0	0	0.660891719745223	0.111025443330763	0.87086472	4	360	8.45	"SL"	"Foot_hills"	"Mt_Thomas"	2457249	5779592
377	0	0	0	0	0	0.52021425838541	1	1.013564747	4	269	11.92	"LB"	"Banks"	"Prices_Valley"	2489729	5718072
378	0	0	0	0	0	0.966114649681528	0.146756329113924	0.550908368	15	493	8.08	"SL"	"Foot_hills"	"Mt_Thomas"	2456949	5780071
380	0	0	0	0	0	0.835094868203234	0.161482159194876	0.816926639	8	558	7.42	"LB"	"Foot_hills"	"Mt_Thomas"	2457928	5780638
382	0	0	0	0	0	0.733680746023039	0.193271028037383	0.93975032	25	567	7.53	"JM"	"Foot_hills"	"Mt_Thomas"	2458540	5781428
384	0	0	0	0	0	0.953763851738632	0.146634615384615	0.584834335	15	533	8.22	"JM"	"Foot_hills"	"Mt_Thomas"	2457461	5780325
386	0	0	0	0	0	0.358589074239144	0.3984375	0.893707702	15	451	7.32	"SL"	"Foot_hills"	"Mt_Thomas"	2458596	5780805
388	0	0	0	0	0	0.349038583980644	0.0616563298066399	1.304084975	8	300	8.95	"DH"	"Foot_hills"	"Mt_Thomas"	2459508	5780104
390	0	0	0	0	0	0.097669680376926	0.85658409387223	1.19093576	15	296	9	"LB"	"Foot_hills"	"Mt_Thomas"	2459678	5780560
392	0	0	0	0	0	0.905274345688854	0.202670971529205	0.769670389	15	795	10.5	"JM"	"Foot_hills"	"Mt_Thomas"	2457445	5781244
400	0	0	0	0	0	0.456131414745957	0	0.689293322	25	191	8.08	"MD"	"Plain"	"Eyrewell_West"	2447221	5755156
401	0	0	0	0	0	0.558272831486435	1	0.947297245	4	315	8.77	"SL_JM"	"Banks"	"Port_Hills_Centre"	2478755	5726943
402	0	0	0	0	0	0.406059063136456	1	1.080438994	8	164	9.87	"SL_JM"	"Banks"	"Port_Hills_Centre"	2478247	5726737
403	0	0	0	0	0	0.256187803010972	1	1.34029102	4	254	9.02	"EB"	"Banks"	"Prices_Valley"	2488655	5717677
404	0	0	0	0	0	0.292177914110429	1	0.928835652	8	265	8.58	"DH"	"Banks"	"Prices_Valley"	2489347	5717427
405	0	0	0	0	0	0.395849248790425	1	0.79127446	15	403	10.97	"EB"	"Banks"	"Prices_Valley"	2488545	5718339
408	0	0	0	0	0	0.408332271626959	1	1.088602524	8	332	11.42	"LB"	"Banks"	"Prices_Valley"	2489935	5718000
409	0	0	0	0	0	0.314500701441143	1	0.969533957	8	354	10.5	"LB"	"Banks"	"Prices_Valley"	2489982	5718508
