"PLOT"	"X5_min"	"X10_min"	"X15_min"	"obs"	"total"	"PROPFOR"	"PROPNATFOR"	"SHA500"	"VEGH"	"altitude"	"hour_decimal"	"observer"	"region"	"zone"	"X"	"Y"
411	0	0	0	0	0	0.668024439918534	0	0.84771869	15	204	10.17	"MD"	"Plain"	"Eyrewell_West"	2445378	5754319
412	0	0	0	0	0	0.300942435048395	0	1.017217893	8	179	8.2	"SL"	"Plain"	"Eyrewell_Centre_Wes"	2448658	5754941
420	0	0	0	0	0	0.515923566878981	1	0.991201332	8	320	9.15	"SL_JM"	"Banks"	"Port_Hills_Centre"	2479067	5726939
421	0	0	0	0	0	0.529426751592357	1	1.064340882	4	274	10.83	"SL_JM"	"Banks"	"Port_Hills_Centre"	2478848	5726809
422	0	0	0	0	0	0.180613934530633	0	1.506099051	25	258	9.83	"DH"	"Banks"	"Port_Hills_Centre"	2478418	5729069
423	0	0	0	0	0	0.478404892342974	0	1.227059505	25	273	10.38	"DH"	"Banks"	"Port_Hills_Centre"	2478794	5728943
424	0	0	0	0	0	0.465995924605196	0	0.969419682	25	402	8.75	"MD"	"Banks"	"Port_Hills_Centre"	2479347	5729158
425	0	0	0	0	0	0.54183114733223	0	1.014462323	25	332	9.33	"MD"	"Banks"	"Port_Hills_Centre"	2479125	5729144
426	0	0	0	0	0	0.506943559689132	0	1.131471942	25	282	9.87	"MD"	"Banks"	"Port_Hills_Centre"	2478886	5729073
427	0	0	0	0	0	0.69061266080754	0	0.899691287	25	329	10.75	"MD"	"Banks"	"Port_Hills_Centre"	2479091	5728922
428	0	0	0	0	0	0.606619987269255	0.00209863588667366	1.093717017	25	397	11.25	"MD"	"Banks"	"Port_Hills_Centre"	2479357	5728895
430	0	0	0	0	0	0.00967167218121659	1	0.546608213	4	174	9	"LB"	"Banks"	"Okains_Bay"	2510884	5720858
431	0	0	0	0	0	0.00585018440798677	1	0.595618555	8	209	9.23	"DH"	"Banks"	"Okains_Bay"	2510532	5720839
432	0	0	0	0	0	0.00127372309259967	1	0.605595449	8	158	8.83	"DH"	"Banks"	"Okains_Bay"	2510559	5720645
438	0	0	0	0	0	0.0249840662842575	0.602040816326531	0.149045089	4	143	9.22	"SL"	"Banks"	"Okains_Bay"	2510910	5719900
439	0	0	0	0	0	0	0	0.348920442	4	211	12.83	"LB"	"Banks"	"Okains_Bay"	2509396	5720334
452	0	0	0	0	0	0.0178275818158665	1	0.570128496	4	225	9.17	"MD"	"Banks"	"Okains_Bay"	2510117	5720810
460	0	0	0	0	0	0.1356495082386	0.94256120527307	1.207309147	25	345	9.33	"EB"	"Banks"	"Ellangowan"	2513905	5713495
462	0	0	0	0	0	0.114479406497826	0.900558659217877	1.089646667	8	329	8.25	"EB"	"Banks"	"Ellangowan"	2513474	5713026
466	0	0	0	0	0	0.341270851903731	0.551119402985075	1.507539303	8	649	8.6	"DH"	"Banks"	"Ellangowan"	2512589	5712159
468	0	0	0	0	0	0.581232492997199	0.446440306681271	1.131054313	8	500	10.27	"DH"	"Banks"	"Ellangowan"	2512760	5711735
470	0	0	0	0	0	0.327018436109345	0.360031104199067	1.172643639	1	291	11.08	"JM"	"Banks"	"Ellangowan"	2513546	5711514
476	0	0	0	0	0	0.284348712719857	0.201255042581802	1.146069641	8	148	8.77	"SL"	"Banks"	"Ellangowan"	2514803	5711621
478	0	0	0	0	0	0.296225695768204	0.183612183612184	1.540770429	4	398	12	"LB"	"Banks"	"Hinewai"	2514190	5710159
480	0	0	0	0	0	0.330404889228419	1	1.23777292	15	457	8.72	"DH"	"Banks"	"Hinewai"	2511553	5710679
483	0	0	0	0	0	0.40793994146838	1	1.073746679	4	207	10.07	"SL_JM"	"Banks"	"Hinewai"	2512648	5709719
485	1	1	1	3	2	0.0947770700636943	1	0.952064832	8	240	9.42	"LB"	"Banks"	"Hinewai"	2512992	5708857
486	0	0	0	0	0	0.331593686354379	1	1.364012724	15	478	9.28	"DH"	"Banks"	"Hinewai"	2511388	5710443
494	0	0	0	0	0	0.0646886540175729	1	0.239678205	8	265	11.72	"SL_JM"	"Banks"	"Okains_Bay"	2510260	5719098
510	0	0	0	0	0	0.132763678102283	1	0.494884026	4	426	11.65	"SL"	"Banks"	"Pigeon_Bay"	2502731	5718865
511	0	0	0	0	0	0.0988066213268318	1	0.527346853	8	415	11.9	"JM"	"Banks"	"Pigeon_Bay"	2502858	5718948
512	0	0	0	0	0	0.179049318210781	0.222775800711744	1.172393909	4	233	7.43	"SL"	"Banks"	"Pigeon_Bay"	2503126	5720134
514	0	0	0	0	0	0.606907059421026	0	1.096772265	15	173	8.5	"JM"	"Banks"	"Pigeon_Bay"	2502466	5719937
515	0	0	0	0	0	0.587710351861295	0.199132321041215	1.449703355	15	157	10.03	"SL"	"Banks"	"Pigeon_Bay"	2501727	5720142
516	0	0	0	0	0	0.295928753180662	0.536113499570077	1.438322663	4	178	10.92	"JM"	"Banks"	"Pigeon_Bay"	2501323	5720376
520	1	0	0	1	2	0.539488744753911	0.228901461574729	1.540271657	25	120	10.37	"SL"	"Banks"	"Pigeon_Bay"	2501814	5720403
522	0	0	0	0	0	0.545524003565516	0	0.863879713	25	77	7.82	"DH"	"Plain"	"Eyrewell_East"	2463924	5754910
523	0	0	0	0	0	0.612759454985356	0	0.919578044	25	99	9.75	"DH"	"Plain"	"Eyrewell_East"	2460058	5753304
524	0	0	0	0	0	0.757479119210326	0.163993584603047	1.153347249	15	107	10.43	"DH"	"Plain"	"Eyrewell_Centre"	2457957	5750647
525	0	0	0	0	0	0.323312101910828	0	1.09376545	25	101	11.08	"DH"	"Plain"	"Eyrewell_East"	2460402	5755255
531	0	0	0	0	0	0.10484076433121	0.92588092345079	1.139250491	8	167	8.92	"LB"	"Banks"	"Hinewai"	2513178	5708730
532	0	0	0	0	0	0.141965082197018	1	1.001383787	8	244	10.42	"LB"	"Banks"	"Hinewai"	2512774	5709029
540	0	0	0	0	0	0.282578174856414	0.350045167118338	1.153809863	25	182	7.33	"MD"	"Banks"	"Mt_Herbert"	2488058	5720998
541	0	0	0	0	0	0.224036744067364	0.727220956719818	1.072594808	8	179	8	"SL"	"Banks"	"Mt_Herbert"	2488941	5721105
542	0	0	0	0	0	0.333928571428571	1	1.000675454	15	288	10.75	"MD"	"Banks"	"Mt_Herbert"	2490051	5721167
545	0	0	0	0	0	0	0	0.658580907	8	279	9.32	"JM"	"Banks"	"Mt_Herbert"	2488892	5721833
546	0	0	0	0	0	0.32933826341961	0.438250096786682	1.234349775	25	179	10	"MD"	"Banks"	"Mt_Herbert"	2488370	5721130
547	0	0	0	0	0	0.0246550843127236	0.746113989637306	0.978129423	4	231	7.83	"MD"	"Banks"	"Mt_Herbert"	2488292	5721644
548	0	0	0	0	0	0	0	0.825538917	8	276	8.25	"MD"	"Banks"	"Mt_Herbert"	2488576	5721915
550	0	0	0	0	0	0.305205549191803	0.0233527939949958	0.654119995	4	43	7.75	"JM"	"Banks"	"Okuti_Valley"	2493029	5712592
551	0	0	0	0	0	0.545188763188	0.0209839123338774	1.195138847	15	127	7.08	"SL"	"Banks"	"Okuti_Valley"	2494536	5712720
552	0	0	0	0	0	0.0611854684512428	0.827083333333333	1.195742877	8	323	8.68	"SL"	"Banks"	"Okuti_Valley"	2494419	5711472
553	1	1	1	3	1	0.125716469239587	0.340425531914894	1.361680232	8	307	10	"MD"	"Banks"	"Okuti_Valley"	2493956	5711337
554	0	0	0	0	0	0.206571574121243	1	1.353526234	4	463	8.25	"MD"	"Banks"	"Okuti_Valley"	2494204	5710786
561	0	0	0	0	0	0.342860788567054	0.735764793449944	1.206856527	8	571	10.13	"SL"	"Banks"	"Ellangowan"	2512329	5711719
563	0	0	0	0	0	0.338699373961927	0.537910222557526	1.164034649	8	147	8.83	"JM"	"Banks"	"Ellangowan"	2514415	5711468
570	0	0	0	0	0	0.451032899770467	1	0.934555197	4	634	11	"MD"	"Banks"	"Mt_Sinclair"	2498773	5720659
571	0	0	0	0	0	0.340040753948039	1	0.865720614	4	736	10.9	"SL"	"Banks"	"Mt_Sinclair"	2499037	5720968
573	1	1	0	2	1	0.527189175389329	1	1.017801208	8	673	10.3	"JM"	"Banks"	"Mt_Sinclair"	2498381	5720780
574	0	0	0	0	0	0.536520076481836	1	1.007820986	8	745	10.17	"SL"	"Banks"	"Mt_Sinclair"	2498471	5720868
575	0	0	0	0	0	0.489746529104573	1	0.897048923	4	621	8.8	"JM"	"Banks"	"Mt_Sinclair"	2497292	5721973
577	0	0	0	0	0	0.392296900905497	0.501300390117035	1.016373364	8	312	10.95	"SL"	"Banks"	"Mt_Sinclair"	2496486	5720650
579	0	0	0	0	0	0.620685246739964	0.148506694129763	0.924483765	15	381	11.02	"EB"	"Banks"	"Mt_Sinclair"	2497027	5719468
580	0	0	0	0	0	0.137479333587689	1	0.50921277	8	431	11.17	"DH"	"Banks"	"Mt_Sinclair"	2496410	5721180
581	0	0	0	0	0	0.244778400407539	0.476586888657648	1.674113801	8	56	10.58	"MD"	"Banks"	"Hinewai"	2513701	5708592
582	0	1	1	2	1	0.166730352821297	0.589763177998472	1.437788494	8	110	8.13	"MD"	"Banks"	"Hinewai"	2513444	5708599
585	1	1	0	2	2	0.166263218244362	0.7272030651341	1.395139779	8	103	10	"MD"	"Banks"	"Hinewai"	2513388	5708711
590	0	0	0	0	0	1	0	0	25	116	7.3	"EB"	"Plain"	"Eyrewell_Centre"	2457399	5751583
591	1	0	1	2	1	0.215591054313099	1	1.185701138	8	360	8.83	"MD"	"Banks"	"Okuti_Valley"	2494021	5710803
595	0	0	0	0	0	0.218295772769703	1	0.945447775	4	426	9.53	"JM"	"Banks"	"Port_Hills_Centre"	2479570	5726637
596	0	0	0	0	0	0.463554255183819	1	1.138861507	4	453	10.83	"JM"	"Banks"	"Port_Hills_Centre"	2479666	5730292
597	0	0	0	0	0	0.808990194830001	0	0.596741805	8	235	11.02	"EB"	"Banks"	"McQueens_Pass"	2483025	5722372
598	1	0	0	1	1	0.907786104407469	0	0.307630265	8	141	9.33	"EB"	"Banks"	"McQueens_Pass"	2482294	5723055
599	0	0	0	0	0	0.748378068947971	0	0.564110013	8	182	12.2	"JM"	"Banks"	"McQueens_Pass"	2482908	5723813
604	0	0	0	0	0	0.356342333163525	0	0.984434542	2	62	8.58	"SL"	"Plain"	"Rakaia"	2443092	5717295
607	0	0	0	0	0	0.120503597122302	0	0.959186589	4	63	8.5	"MD"	"Plain"	"Rakaia"	2442250	5716749
608	0	0	0	0	0	0.412251655629139	0	0.931731611	15	61	10.67	"MD"	"Plain"	"Rakaia"	2442264	5716273
611	0	0	0	0	0	0.548535031847134	0	0.688428455	8	62	11.07	"JM"	"Plain"	"Rakaia"	2441481	5715187
615	0	0	0	0	0	0.48064187468161	0	0.692397519	15	62	11.12	"MD"	"Plain"	"Rakaia"	2442052	5716118
616	0	0	0	0	0	0.0555058191584602	0	0.867053414	4	63	8.83	"MD"	"Plain"	"Rakaia"	2442554	5716942
618	0	0	0	0	0	0.51546785486951	0	0.884246141	2	62	8.98	"SL"	"Plain"	"Rakaia"	2443534	5717643
619	0	0	0	0	0	0.296319877753725	0	0.60771382	15	68	9.42	"MD"	"Plain"	"Rakaia"	2442085	5718590
634	0	0	0	0	0	0.0723659064849025	0	0.259716261	25	133	6.7	"DH"	"Plain"	"Charing_Cross"	2445022	5739141
635	0	0	0	0	0	0.0650490449148167	0	0.240639843	15	124	7.07	"DH"	"Plain"	"Charing_Cross"	2444348	5737250
636	0	0	0	0	0	0.0295428498662931	0	0.133149461	15	119	8.62	"DH"	"Plain"	"Charing_Cross"	2442563	5735958
637	0	0	0	0	0	0.252514962434738	0	0.565081284	15	115	7.78	"DH"	"Plain"	"Charing_Cross"	2441408	5735058
638	0	0	0	0	0	0.47497771552273	0	0.691894428	15	115	8.18	"DH"	"Plain"	"Charing_Cross"	2440917	5734698
640	0	0	0	0	0	0.24085684430512	0	0.552065584	25	101	9.53	"DH"	"Plain"	"Charing_Cross"	2446207	5733887
660	0	0	0	0	0	0.166157372039725	0	0.449740596	8	186	12.4	"JM"	"Plain"	"Darfield"	2441531	5745876
661	0	0	0	0	0	0.159449821701477	0	0.438756431	15	183	12.15	"SL"	"Plain"	"Darfield"	2442148	5745831
662	0	0	0	0	0	0.277021005728835	0	0.590117714	15	178	12.55	"SL"	"Plain"	"Darfield"	2442800	5745648
663	0	0	0	0	0	0	0	0.487464918	8	179	11.52	"DH"	"Plain"	"Darfield"	2443852	5746814
671	0	0	0	0	0	0.377435375015918	0	0.662794648	35	216	7.62	"DH"	"Plain"	"Darfield"	2436730	5747854
672	0	0	0	0	0	0.386731185534191	0	0.667263426	35	220	7.2	"DH"	"Plain"	"Darfield"	2436479	5748323
700	0	0	0	0	0	0.371705080860818	0	1.05315622	15	1	8.43	"SL"	"Plain"	"Bottle_Lake"	2486692	5748245
703	0	0	0	0	0	0.789152024446142	0.0324298160696999	0.800110223	15	5	9.73	"SL"	"Plain"	"Bottle_Lake"	2484476	5748963
704	0	0	0	0	0	0.810876209882832	0.0843411339720434	0.851226643	15	5	10.12	"SL"	"Plain"	"Bottle_Lake"	2484334	5749318
705	0	0	0	0	0	0.91971073613944	0.00221774193548387	0.338025906	8	1	11.08	"SL"	"Plain"	"Bottle_Lake"	2486728	5751942
706	0	0	0	0	0	0.692482570475902	0	0.827584433	15	1	11.48	"SL"	"Plain"	"Bottle_Lake"	2486621	5751614
707	0	0	0	0	0	0.27400930757298	0	1.080435771	4	2	8.63	"JM"	"Plain"	"Bottle_Lake"	2486284	5748715
708	0	0	0	0	0	0.142493314656819	0	0.987006817	15	2	9.02	"JM"	"Plain"	"Bottle_Lake"	2486213	5748431
709	0	0	0	0	0	0.731788079470199	0	0.581472254	25	4	9.97	"JM"	"Plain"	"Bottle_Lake"	2485141	5749238
710	0	0	0	0	0	0.754998089901948	0	0.646886468	25	4	10.33	"JM"	"Plain"	"Bottle_Lake"	2485008	5748892
711	0	0	0	0	0	0.741548042704626	0.0155968806238752	0.780183627	4	1	11.33	"JM"	"Plain"	"Bottle_Lake"	2486586	5751809
712	0	0	0	0	0	0.786558151745865	0	0.617551468	15	1	12	"JM"	"Plain"	"Bottle_Lake"	2486524	5751056
713	0	0	0	0	0	0.642602495543672	0	0.875635631	25	1	11.67	"JM"	"Plain"	"Bottle_Lake"	2486391	5751517
