"mpoint"	"massif"	"rs"	"Hdom"	"nstrates"	"essence"	"dist_lisiere"	"shannon_area"	"longueur_lisiere"	"mean_area"
"Reno_Valdieu_101"	"Reno_Valdieu"	15	34	5	"CHE"	201.2695	1.86506001291588	4388	41325.8578947368
"Reno_Valdieu_102"	"Reno_Valdieu"	15	34	5	"CHE"	119.4396	1.96280570414929	3248	46187.7176470588
"Reno_Valdieu_103"	"Reno_Valdieu"	13	22	6	"CHE"	11.8492	2.07060278529965	3367	32716.3
"Reno_Valdieu_104"	"Reno_Valdieu"	9	19	6	"CHE"	21.8935	1.70856030527642	4065	43621.7333333333
"Reno_Valdieu_105"	"Reno_Valdieu"	13	19	6	"CHE"	202.7384	1.58649134801574	4814	56085.0857142857
"Reno_Valdieu_106"	"Reno_Valdieu"	10	31	6	"CHE"	419.8774	1.31373860372875	5269	78519.12
"Reno_Valdieu_107"	"Reno_Valdieu"	13	31	6	"CHE"	660.3028	0.869236527795862	5271	112170.171428571
"Reno_Valdieu_108"	"Reno_Valdieu"	13	31	6	"CHE"	461.292	0.850314550919265	5271	78519.13
"Reno_Valdieu_109"	"Reno_Valdieu"	11	29	5	"CHE"	225.0388	1.22321629087348	4476	52346.0933333333
"Reno_Valdieu_117"	"Reno_Valdieu"	10	16	5	"CHE"	89.6307	2.08313277478251	4257	41325.8473684211
"Reno_Valdieu_118"	"Reno_Valdieu"	13	16	5	"CHE"	316.7159	1.95721789155773	4996	56085.0714285714
"Reno_Valdieu_119"	"Reno_Valdieu"	16	41	6	"CHE"	501.5027	1.49672513337226	5366	78519.11
"Reno_Valdieu_120"	"Reno_Valdieu"	15	41	6	"CHE"	710.2834	1.36723464906409	5440	98148.9
"Reno_Valdieu_121"	"Reno_Valdieu"	12	38	5	"CHE"	869.9948	0.972612636225188	5251	130865.183333333
"Reno_Valdieu_122"	"Reno_Valdieu"	18	38	5	"CHE"	634.1263	0.579236737998077	5054	157038.24
"Reno_Valdieu_123"	"Reno_Valdieu"	16	40	6	"CHE"	415.1402	0.833053139758094	4464	87243.4666666667
"Reno_Valdieu_130"	"Reno_Valdieu"	10	16	5	"CHE"	90.5446	2.1583154319592	2997	46187.7058823529
"Reno_Valdieu_131"	"Reno_Valdieu"	9	12	5	"CHE"	328.8551	1.7311387800187	4228	41325.8578947368
"Reno_Valdieu_132"	"Reno_Valdieu"	16	22	6	"CHE"	522.2134	1.71519947320619	5177	71381.0181818182
"Reno_Valdieu_133"	"Reno_Valdieu"	16	17	6	"CHE"	749.8453	1.97447035645731	5177	60399.3307692308
"Reno_Valdieu_134"	"Reno_Valdieu"	14	17	6	"CHE"	988.3467	1.8953303496668	5069	60399.3230769231
"Reno_Valdieu_135"	"Reno_Valdieu"	20	31	4	"CHE"	947.5847	1.36022853268596	4610	87243.4666666667
"Reno_Valdieu_136"	"Reno_Valdieu"	12	31	4	"CHE"	817.3995	1.58494082622352	4119	60399.3230769231
"Reno_Valdieu_138"	"Reno_Valdieu"	16	30	5	"CHE"	414.6585	1.96262532780548	4558	46187.7235294118
"Reno_Valdieu_139"	"Reno_Valdieu"	11	28	6	"CHE"	175.2738	2.22251090368049	3801	37390.0571428571
"Reno_Valdieu_14"	"Reno_Valdieu"	14	35	6	"CHE"	93.4346	2.0850570696312	5927	49074.44375
"Reno_Valdieu_15"	"Reno_Valdieu"	11	35	6	"CHE"	235.9003	2.13722784839539	4258	39259.565
"Reno_Valdieu_150"	"Reno_Valdieu"	14	39	3	"CHE"	145.5377	1.77064966799298	5450	46187.7235294118
"Reno_Valdieu_151"	"Reno_Valdieu"	15	39	3	"CHE"	394.8523	1.62375890425691	4919	60399.3153846154
"Reno_Valdieu_152"	"Reno_Valdieu"	16	41	6	"CHE"	644.698	1.74448900380264	4872	65432.6
"Reno_Valdieu_153"	"Reno_Valdieu"	16	41	6	"CHE"	894.6299	1.9673901603665	4621	52346.08
"Reno_Valdieu_154"	"Reno_Valdieu"	10	24	3	"PS"	556.0675	2.56297718275116	2470	34138.7434782609
"Reno_Valdieu_155"	"Reno_Valdieu"	10	14	5	"CHE"	377.9736	2.62405211868707	2750	27075.5517241379
"Reno_Valdieu_156"	"Reno_Valdieu"	15	18	3	"PS"	264.5948	2.46089412622074	3680	31407.648
"Reno_Valdieu_16"	"Reno_Valdieu"	13	35	6	"CHE"	388.9158	1.94473804336002	3451	30199.6769230769
"Reno_Valdieu_164"	"Reno_Valdieu"	20	29	6	"CHE"	145.5373	1.81881313521279	5222	35690.5181818182
"Reno_Valdieu_165"	"Reno_Valdieu"	14	29	6	"CHE"	149.3326	1.8024853992114	5115	41325.8473684211
"Reno_Valdieu_166"	"Reno_Valdieu"	15	29	6	"CHE"	177.0649	1.72920795334041	5221	37390.0666666667
"Reno_Valdieu_167"	"Reno_Valdieu"	17	38	6	"CHE"	391.9852	1.86882816445966	4908	46187.7058823529
"Reno_Valdieu_168"	"Reno_Valdieu"	13	25	4	"CHE"	633.2083	1.94114021822973	5379	65432.5833333333
"Reno_Valdieu_169"	"Reno_Valdieu"	11	25	4	"CHE"	879.3482	1.46314455747647	5133	65432.6
"Reno_Valdieu_17"	"Reno_Valdieu"	20	35	6	"CHE"	676.439	2.07125431439263	5068	29081.1555555556
"Reno_Valdieu_170"	"Reno_Valdieu"	12	25	4	"CHE"	852.8706	1.02466859709997	3749	65432.6
"Reno_Valdieu_177"	"Reno_Valdieu"	17	35	5	"CHE"	142.3059	2.47874282399066	5410	34138.747826087
"Reno_Valdieu_178"	"Reno_Valdieu"	17	35	5	"CHE"	329.4727	2.26580069069843	2967	35690.5045454545
"Reno_Valdieu_179"	"Reno_Valdieu"	20	5	3	"CHE"	516.1267	2.01176266803555	4033	52346.0666666667
"Reno_Valdieu_18"	"Reno_Valdieu"	22	35	6	"CHE"	540.0781	1.94051145291376	5274	30199.6653846154
"Reno_Valdieu_180"	"Reno_Valdieu"	18	36	6	"CHE"	721.378	1.48355196708411	4728	56085.0857142857
"Reno_Valdieu_181"	"Reno_Valdieu"	13	36	6	"CHE"	944.8209	0.882004859016763	5066	130865.2
"Reno_Valdieu_182"	"Reno_Valdieu"	7	25	5	"CHE"	738.6315	0.847745240479166	4856	196297.8
"Reno_Valdieu_183"	"Reno_Valdieu"	11	25	5	"CHE"	490.2427	0.944019497609313	4856	78519.11
"Reno_Valdieu_184"	"Reno_Valdieu"	10	26	4	"CHE"	245.1514	1.54955841619768	5537	52346.0666666667
"Reno_Valdieu_185"	"Reno_Valdieu"	14	26	4	"CHE"	11.7044	2.19793637004813	5933	27133.6379310345
"Reno_Valdieu_19"	"Reno_Valdieu"	18	34	4	"CHE"	315.2537	2.01875551581943	5654	37390.0476190476
"Reno_Valdieu_195"	"Reno_Valdieu"	19	38	4	"CHE"	89.6866	2.54367804647803	4497	30199.6615384615
"Reno_Valdieu_196"	"Reno_Valdieu"	19	38	4	"CHE"	314.0648	2.65174220827731	4112	31407.648
"Reno_Valdieu_197"	"Reno_Valdieu"	12	23	5	"PS"	552.7493	2.07987610471328	4522	41325.8578947368
"Reno_Valdieu_198"	"Reno_Valdieu"	15	34	6	"CHE"	649.6572	1.20641085776516	4696	60399.3307692308
"Reno_Valdieu_199"	"Reno_Valdieu"	16	34	6	"CHE"	647.1798	0.844619403189527	5255	87243.4555555556
"Reno_Valdieu_2"	"Reno_Valdieu"	16	40	6	"CHE"	265.9612	2.21012015371884	5344	30240.7230769231
"Reno_Valdieu_20"	"Reno_Valdieu"	18	34	4	"CHE"	98.6744	2.2689090635072	5010	35690.5090909091
"Reno_Valdieu_200"	"Reno_Valdieu"	19	34	6	"CHE"	734.1785	1.01576846373717	5026	130865.183333333
"Reno_Valdieu_201"	"Reno_Valdieu"	8	8	4	"CHE"	683.7395	1.18585165912183	4972	112170.171428571
"Reno_Valdieu_202"	"Reno_Valdieu"	9	14	5	"CHE"	488.0859	1.4692690097235	4762	65432.6
"Reno_Valdieu_203"	"Reno_Valdieu"	16	36	5	"CHE"	310.2095	1.67236374819282	4587	37390.0714285714
"Reno_Valdieu_204"	"Reno_Valdieu"	12	14	5	"CHE"	141.2516	2.02045425479942	4859	31407.652
"Reno_Valdieu_215"	"Reno_Valdieu"	17	36	6	"CHE"	157.0186	3.05962678400937	1992	24537.23125
"Reno_Valdieu_216"	"Reno_Valdieu"	14	5	4	"CHE"	259.4226	2.43486260666028	2533	31407.652
"Reno_Valdieu_217"	"Reno_Valdieu"	11	5	4	"CHE"	155.0255	1.67222914711307	3882	46187.7117647059
"Reno_Valdieu_218"	"Reno_Valdieu"	16	37	5	"CHE"	176.7338	1.31389574378774	4593	46187.7176470588
"Reno_Valdieu_219"	"Reno_Valdieu"	18	37	5	"CHE"	280.8177	1.35984346491502	3887	43621.7333333333
"Reno_Valdieu_220"	"Reno_Valdieu"	18	37	5	"CHE"	377.669	1.46270779198821	4536	46187.7235294118
"Reno_Valdieu_221"	"Reno_Valdieu"	12	12	5	"CHE"	339.5363	1.93714015602429	4226	37390.0523809524
"Reno_Valdieu_222"	"Reno_Valdieu"	17	37	5	"CHE"	97.0245	2.22059658503666	5165	31407.648
"Reno_Valdieu_232"	"Reno_Valdieu"	15	6	4	"CHE"	88.9165	2.22035449658933	2340	41325.8578947368
"Reno_Valdieu_233"	"Reno_Valdieu"	17	6	4	"CHE"	306.6953	2.17629225493671	3625	41325.8473684211
"Reno_Valdieu_234"	"Reno_Valdieu"	19	37	6	"CHE"	526.2101	2.23817398808374	5321	39259.56
"Reno_Valdieu_235"	"Reno_Valdieu"	18	37	6	"CHE"	338.2797	2.15802785121009	4154	35690.5090909091
"Reno_Valdieu_236"	"Reno_Valdieu"	17	37	6	"CHE"	90.1933	1.97812374170223	4408	37390.0428571429
"Reno_Valdieu_243"	"Reno_Valdieu"	11	32	4	"CHE"	258.4936	2.18497150706108	4160	49074.44375
"Reno_Valdieu_244"	"Reno_Valdieu"	17	39	5	"CHE"	447.7408	1.717413578065	4508	56085.0928571429
"Reno_Valdieu_245"	"Reno_Valdieu"	16	39	5	"CHE"	402.1261	1.36688790298502	5182	56085.0928571429
"Reno_Valdieu_246"	"Reno_Valdieu"	15	39	5	"CHE"	206.9825	1.34917571041421	5291	71381.0272727273
"Reno_Valdieu_247"	"Reno_Valdieu"	17	36	5	"CHE"	31.5052	1.61434650526366	3877	60399.3307692308
"Reno_Valdieu_252"	"Reno_Valdieu"	13	38	6	"CHE"	195.6059	1.76393374866789	4579	32716.3
"Reno_Valdieu_253"	"Reno_Valdieu"	11	38	6	"CHE"	297.9467	1.14179131620545	5801	56085.0785714286
"Reno_Valdieu_254"	"Reno_Valdieu"	12	37	4	"CHE"	187.7012	1.5174500655118	5700	43621.7388888889
"Reno_Valdieu_255"	"Reno_Valdieu"	17	37	4	"CHE"	15.8915	2.16776528673065	2794	37390.0571428571
"Reno_Valdieu_259"	"Reno_Valdieu"	18	38	6	"CHE"	202.629	2.46176363867409	3943	19629.7725
"Reno_Valdieu_260"	"Reno_Valdieu"	17	37	6	"CHE"	64.1954	1.86664543919784	4465	20662.9236842105
"Reno_Valdieu_261"	"Reno_Valdieu"	16	37	6	"CHE"	140.9416	1.70759646116892	4864	41325.8368421053
"Reno_Valdieu_262"	"Reno_Valdieu"	21	37	6	"CHE"	11.538	1.83099968808228	4849	39259.55
"Reno_Valdieu_264"	"Reno_Valdieu"	15	34	6	"CHE"	214.592	2.51425540149808	5111	23793.6666666667
"Reno_Valdieu_265"	"Reno_Valdieu"	16	34	6	"CHE"	10.6726	2.6318572249618	3037	24529.965625
"Reno_Valdieu_28"	"Reno_Valdieu"	15	41	5	"CHE"	205.0419	2.20468708650745	5374	52346.0666666667
"Reno_Valdieu_29"	"Reno_Valdieu"	17	41	5	"CHE"	446.8743	1.93272058693316	4405	43621.7166666667
"Reno_Valdieu_30"	"Reno_Valdieu"	14	40	6	"CHE"	634.466	1.961727714956	3999	46187.7117647059
"Reno_Valdieu_31"	"Reno_Valdieu"	17	40	6	"CHE"	793.033	2.11573611106147	4502	49074.44375
"Reno_Valdieu_32"	"Reno_Valdieu"	16	39	3	"CHE"	1032.736	1.971709367892	4384	49074.45
"Reno_Valdieu_33"	"Reno_Valdieu"	14	37	6	"CHE"	998.1595	1.24795946910994	5013	56085.0928571429
"Reno_Valdieu_34"	"Reno_Valdieu"	19	36	6	"CHE"	781.5802	1.06801675369371	5008	98148.9
"Reno_Valdieu_35"	"Reno_Valdieu"	16	36	6	"CHE"	568.3663	1.28452525336331	5855	78519.12
"Reno_Valdieu_36"	"Reno_Valdieu"	13	33	5	"CHE"	371.2368	1.73642080072506	5462	43621.7333333333
"Reno_Valdieu_37"	"Reno_Valdieu"	12	33	5	"CHE"	160.8587	1.97637031546501	4502	30199.6653846154
"Reno_Valdieu_50"	"Reno_Valdieu"	16	31	5	"CHE"	166.2787	1.85128816626092	5663	78519.12
"Reno_Valdieu_51"	"Reno_Valdieu"	14	31	5	"CHE"	414.8765	1.64547785282575	5041	98148.9
"Reno_Valdieu_52"	"Reno_Valdieu"	11	36	6	"CHE"	663.4742	1.49116177154723	4909	87243.4555555556
"Reno_Valdieu_53"	"Reno_Valdieu"	14	36	6	"CHE"	794.3497	1.4376489604086	4840	78519.1
"Reno_Valdieu_54"	"Reno_Valdieu"	13	32	6	"CHE"	822.027	1.58673875386938	5365	87243.4666666667
"Reno_Valdieu_55"	"Reno_Valdieu"	10	32	6	"CHE"	919.4919	1.67484744317122	5546	78519.13
"Reno_Valdieu_57"	"Reno_Valdieu"	20	35	6	"CHE"	811.8345	1.41330878294234	5551	98148.8875
"Reno_Valdieu_58"	"Reno_Valdieu"	15	29	5	"CHE"	605.8824	1.4057258312932	5565	52346.0866666667
"Reno_Valdieu_59"	"Reno_Valdieu"	13	29	5	"CHE"	411.4793	1.82113710004488	4951	37390.0571428571
"Reno_Valdieu_6"	"Reno_Valdieu"	18	30	6	"CHE"	39.9166	2.0453587659226	5966	37390.0619047619
"Reno_Valdieu_60"	"Reno_Valdieu"	14	29	5	"CHE"	170.87	2.38373094270624	4246	29081.1666666667
"Reno_Valdieu_7"	"Reno_Valdieu"	14	30	6	"CHE"	184.3645	2.73893066363775	4481	30199.65
"Reno_Valdieu_75"	"Reno_Valdieu"	14	34	6	"CHE"	101.076	2.15885487154839	4715	39259.56
"Reno_Valdieu_76"	"Reno_Valdieu"	17	38	6	"CHE"	298.2013	1.85877176791623	5146	46187.7235294118
"Reno_Valdieu_77"	"Reno_Valdieu"	16	38	6	"CHE"	366.8696	1.69641371793323	4301	49074.45
"Reno_Valdieu_78"	"Reno_Valdieu"	15	38	6	"CHE"	403.8803	1.58397425280328	5189	60399.3230769231
"Reno_Valdieu_79"	"Reno_Valdieu"	15	25	6	"CHE"	465.8596	1.42120532958768	4946	71381
"Reno_Valdieu_8"	"Reno_Valdieu"	14	30	6	"CHE"	234.679	2.75924982084081	4358	27075.5551724138
"Reno_Valdieu_80"	"Reno_Valdieu"	17	5	3	"CHE"	407.5908	1.17980342180575	4827	49074.45625
"Reno_Valdieu_81"	"Reno_Valdieu"	10	27	5	"CHE"	295.6968	1.20848768709278	4743	60399.3307692308
"Reno_Valdieu_82"	"Reno_Valdieu"	11	27	5	"CHE"	363.5568	0.988702466074813	4341	60399.3153846154
"Reno_Valdieu_83"	"Reno_Valdieu"	4	22	6	"CHE"	531.299	0.982791232019032	5287	98148.8875
"Reno_Valdieu_84"	"Reno_Valdieu"	12	39	3	"CHE"	736.1938	0.982105642196547	5271	98148.9125
"Reno_Valdieu_85"	"Reno_Valdieu"	13	29	5	"CHE"	585.0503	1.06998761784472	5640	87243.4777777778
"Reno_Valdieu_86"	"Reno_Valdieu"	13	28	6	"CHE"	369.2125	1.39106080881313	5392	56085.0785714286
"Reno_Valdieu_87"	"Reno_Valdieu"	14	28	6	"CHE"	169.9669	1.80218655398104	5331	43621.7388888889
