"parcelle"	"code_arbre"	"essence"	"date_jul"	"bmean"
50	"P5024"	"CHS"	146	9
50	"P5024"	"CHS"	153	9
50	"P5025"	"CHS"	104	2
50	"P5025"	"CHS"	111	7
50	"P5025"	"CHS"	118	8
50	"P5025"	"CHS"	125	9
50	"P5025"	"CHS"	132	9
50	"P5025"	"CHS"	139	9
50	"P5025"	"CHS"	146	9
50	"P5025"	"CHS"	153	9
50	"P5026"	"CHS"	104	2
50	"P5026"	"CHS"	111	3
50	"P5026"	"CHS"	118	8
50	"P5026"	"CHS"	125	9
50	"P5026"	"CHS"	132	9
50	"P5026"	"CHS"	139	9
50	"P5026"	"CHS"	146	9
50	"P5026"	"CHS"	153	9
50	"P5031"	"PS"	104	1
50	"P5031"	"PS"	111	2
50	"P5031"	"PS"	118	2
50	"P5031"	"PS"	125	3
50	"P5031"	"PS"	132	3
50	"P5031"	"PS"	139	7
50	"P5031"	"PS"	146	8
50	"P5031"	"PS"	153	9
50	"P5032"	"PS"	104	1
50	"P5032"	"PS"	111	2
50	"P5032"	"PS"	118	2
50	"P5032"	"PS"	125	3
50	"P5032"	"PS"	132	3
50	"P5032"	"PS"	139	6
50	"P5032"	"PS"	146	8
50	"P5032"	"PS"	153	9
50	"P5033"	"PS"	104	1
50	"P5033"	"PS"	111	2
50	"P5033"	"PS"	118	2
50	"P5033"	"PS"	125	3
50	"P5033"	"PS"	132	3
50	"P5033"	"PS"	139	6
50	"P5033"	"PS"	146	8
50	"P5033"	"PS"	153	9
50	"P5034"	"CHS"	104	2
50	"P5034"	"CHS"	111	5
50	"P5034"	"CHS"	118	8
50	"P5034"	"CHS"	125	9
50	"P5034"	"CHS"	132	9
50	"P5034"	"CHS"	139	9
50	"P5034"	"CHS"	146	9
50	"P5034"	"CHS"	153	9
50	"P5035"	"CHS"	104	2
50	"P5035"	"CHS"	111	2
50	"P5035"	"CHS"	118	8
50	"P5035"	"CHS"	125	9
50	"P5035"	"CHS"	132	9
50	"P5035"	"CHS"	139	9
50	"P5035"	"CHS"	146	9
50	"P5035"	"CHS"	153	9
50	"P5036"	"CHS"	104	2
50	"P5036"	"CHS"	111	3
50	"P5036"	"CHS"	118	8
50	"P5036"	"CHS"	125	9
50	"P5036"	"CHS"	132	9
50	"P5036"	"CHS"	139	9
50	"P5036"	"CHS"	146	9
50	"P5036"	"CHS"	153	9
50	"P5041"	"CHS"	104	2
50	"P5041"	"CHS"	111	7
50	"P5041"	"CHS"	118	8
50	"P5041"	"CHS"	125	9
50	"P5041"	"CHS"	132	9
50	"P5041"	"CHS"	139	9
50	"P5041"	"CHS"	146	9
50	"P5041"	"CHS"	153	9
50	"P5042"	"CHS"	104	2
50	"P5042"	"CHS"	111	2
50	"P5042"	"CHS"	118	8
50	"P5042"	"CHS"	125	8
50	"P5042"	"CHS"	132	9
50	"P5042"	"CHS"	139	9
50	"P5042"	"CHS"	146	9
50	"P5042"	"CHS"	153	9
50	"P5043"	"CHS"	104	2
50	"P5043"	"CHS"	111	3
50	"P5043"	"CHS"	118	8
50	"P5043"	"CHS"	125	8
50	"P5043"	"CHS"	132	9
50	"P5043"	"CHS"	139	9
50	"P5043"	"CHS"	146	9
50	"P5043"	"CHS"	153	9
50	"P5044"	"CHS"	104	2
50	"P5044"	"CHS"	111	8
50	"P5044"	"CHS"	118	8
50	"P5044"	"CHS"	125	9
50	"P5044"	"CHS"	132	9
50	"P5044"	"CHS"	139	9
50	"P5044"	"CHS"	146	9
50	"P5044"	"CHS"	153	9
50	"P5045"	"CHS"	104	2
50	"P5045"	"CHS"	111	6
50	"P5045"	"CHS"	118	8
50	"P5045"	"CHS"	125	9
50	"P5045"	"CHS"	132	9
50	"P5045"	"CHS"	139	9
50	"P5045"	"CHS"	146	9
50	"P5045"	"CHS"	153	9
50	"P5046"	"CHS"	104	2
50	"P5046"	"CHS"	111	2
50	"P5046"	"CHS"	118	7
50	"P5046"	"CHS"	125	8
50	"P5046"	"CHS"	132	9
50	"P5046"	"CHS"	139	9
50	"P5046"	"CHS"	146	9
50	"P5046"	"CHS"	153	9
